"id","true","output"
"6363","10:Tomogra","10:Tomogra"
"6364","4:In-Vitro","4:In-Vitro"
"6365","4:In-Vitro","1:Antibodi"
"6366","5:Molecula","5:Molecula"
"6367","10:Tomogra","10:Tomogra"
"6368","5:Molecula","5:Molecula"
"6369","9:Risk-Fac","9:Risk-Fac"
"6370","6:Pregnanc","6:Pregnanc"
"6371","10:Tomogra","10:Tomogra"
"6372","8:Receptor","8:Receptor"
"6373","1:Antibodi","1:Antibodi"
"6374","4:In-Vitro","4:In-Vitro"
"6375","10:Tomogra","10:Tomogra"
"6376","9:Risk-Fac","9:Risk-Fac"
"6377","4:In-Vitro","4:In-Vitro"
"6378","1:Antibodi","9:Risk-Fac"
"6379","8:Receptor","8:Receptor"
"6380","7:Prognosi","7:Prognosi"
"6381","5:Molecula","5:Molecula"
"6382","9:Risk-Fac","6:Pregnanc"
"6383","1:Antibodi","1:Antibodi"
"6384","9:Risk-Fac","9:Risk-Fac"
"6385","1:Antibodi","1:Antibodi"
"6386","4:In-Vitro","4:In-Vitro"
"6387","4:In-Vitro","1:Antibodi"
"6388","5:Molecula","5:Molecula"
"6389","6:Pregnanc","6:Pregnanc"
"6390","8:Receptor","1:Antibodi"
"6391","7:Prognosi","2:Carcinom"
"6392","2:Carcinom","2:Carcinom"
"6393","2:Carcinom","2:Carcinom"
"6394","10:Tomogra","10:Tomogra"
"6395","7:Prognosi","7:Prognosi"
"6396","6:Pregnanc","6:Pregnanc"
"6397","9:Risk-Fac","7:Prognosi"
"6398","8:Receptor","8:Receptor"
"6399","8:Receptor","5:Molecula"
"6400","8:Receptor","8:Receptor"
"6401","4:In-Vitro","4:In-Vitro"
"6402","5:Molecula","5:Molecula"
"6403","10:Tomogra","7:Prognosi"
"6404","1:Antibodi","4:In-Vitro"
"6405","3:DNA","9:Risk-Fac"
"6406","8:Receptor","8:Receptor"
"6407","1:Antibodi","7:Prognosi"
"6408","2:Carcinom","2:Carcinom"
"6409","9:Risk-Fac","4:In-Vitro"
"6410","3:DNA","2:Carcinom"
"6411","9:Risk-Fac","1:Antibodi"
"6412","7:Prognosi","1:Antibodi"
"6413","8:Receptor","8:Receptor"
"6414","1:Antibodi","1:Antibodi"
"6415","4:In-Vitro","4:In-Vitro"
"6416","7:Prognosi","7:Prognosi"
"6417","1:Antibodi","4:In-Vitro"
"6418","6:Pregnanc","10:Tomogra"
"6419","2:Carcinom","2:Carcinom"
"6420","9:Risk-Fac","7:Prognosi"
"6421","5:Molecula","8:Receptor"
"6422","8:Receptor","4:In-Vitro"
"6423","1:Antibodi","5:Molecula"
"6424","9:Risk-Fac","9:Risk-Fac"
"6425","1:Antibodi","1:Antibodi"
"6426","10:Tomogra","10:Tomogra"
"6427","1:Antibodi","1:Antibodi"
"6428","9:Risk-Fac","3:DNA"
"6429","7:Prognosi","2:Carcinom"
"6430","10:Tomogra","2:Carcinom"
"6431","6:Pregnanc","9:Risk-Fac"
"6432","1:Antibodi","5:Molecula"
"6433","5:Molecula","3:DNA"
"6434","8:Receptor","5:Molecula"
"6435","3:DNA","6:Pregnanc"
"6436","1:Antibodi","1:Antibodi"
"6437","5:Molecula","5:Molecula"
"6438","1:Antibodi","8:Receptor"
"6439","10:Tomogra","3:DNA"
"6440","1:Antibodi","1:Antibodi"
"6441","3:DNA","7:Prognosi"
"6442","6:Pregnanc","2:Carcinom"
"6443","10:Tomogra","2:Carcinom"
"6444","9:Risk-Fac","9:Risk-Fac"
"6445","10:Tomogra","10:Tomogra"
"6446","1:Antibodi","8:Receptor"
"6447","6:Pregnanc","6:Pregnanc"
"6448","1:Antibodi","1:Antibodi"
"6449","2:Carcinom","9:Risk-Fac"
"6450","6:Pregnanc","8:Receptor"
"6451","10:Tomogra","10:Tomogra"
"6452","1:Antibodi","4:In-Vitro"
"6453","8:Receptor","8:Receptor"
"6454","2:Carcinom","2:Carcinom"
"6455","6:Pregnanc","6:Pregnanc"
"6456","1:Antibodi","8:Receptor"
"6457","1:Antibodi","8:Receptor"
"6458","1:Antibodi","1:Antibodi"
"6459","5:Molecula","5:Molecula"
"6460","3:DNA","3:DNA"
"6461","5:Molecula","8:Receptor"
"6462","9:Risk-Fac","4:In-Vitro"
"6463","10:Tomogra","10:Tomogra"
"6464","3:DNA","3:DNA"
"6465","4:In-Vitro","8:Receptor"
"6466","10:Tomogra","4:In-Vitro"
"6467","9:Risk-Fac","9:Risk-Fac"
"6468","5:Molecula","8:Receptor"
"6469","9:Risk-Fac","1:Antibodi"
"6470","8:Receptor","8:Receptor"
"6471","7:Prognosi","9:Risk-Fac"
"6472","8:Receptor","3:DNA"
"6473","10:Tomogra","10:Tomogra"
"6474","4:In-Vitro","4:In-Vitro"
"6475","6:Pregnanc","6:Pregnanc"
"6476","8:Receptor","8:Receptor"
"6477","8:Receptor","4:In-Vitro"
"6478","1:Antibodi","1:Antibodi"
"6479","6:Pregnanc","6:Pregnanc"
"6480","1:Antibodi","8:Receptor"
"6481","7:Prognosi","7:Prognosi"
"6482","9:Risk-Fac","6:Pregnanc"
"6483","6:Pregnanc","6:Pregnanc"
"6484","7:Prognosi","9:Risk-Fac"
"6485","9:Risk-Fac","7:Prognosi"
"6486","10:Tomogra","10:Tomogra"
"6487","2:Carcinom","2:Carcinom"
"6488","8:Receptor","8:Receptor"
"6489","4:In-Vitro","8:Receptor"
"6490","1:Antibodi","9:Risk-Fac"
"6491","8:Receptor","3:DNA"
"6492","10:Tomogra","1:Antibodi"
"6493","1:Antibodi","1:Antibodi"
"6494","1:Antibodi","1:Antibodi"
"6495","10:Tomogra","10:Tomogra"
"6496","8:Receptor","8:Receptor"
"6497","10:Tomogra","3:DNA"
"6498","7:Prognosi","1:Antibodi"
"6499","9:Risk-Fac","9:Risk-Fac"
"6500","10:Tomogra","10:Tomogra"
"6501","7:Prognosi","3:DNA"
"6502","5:Molecula","5:Molecula"
"6503","1:Antibodi","5:Molecula"
"6504","3:DNA","3:DNA"
"6505","9:Risk-Fac","10:Tomogra"
"6506","8:Receptor","8:Receptor"
"6507","2:Carcinom","10:Tomogra"
"6508","6:Pregnanc","10:Tomogra"
"6509","9:Risk-Fac","9:Risk-Fac"
"6510","6:Pregnanc","8:Receptor"
"6511","5:Molecula","5:Molecula"
"6512","10:Tomogra","10:Tomogra"
"6513","5:Molecula","5:Molecula"
"6514","6:Pregnanc","6:Pregnanc"
"6515","6:Pregnanc","2:Carcinom"
"6516","1:Antibodi","6:Pregnanc"
"6517","8:Receptor","8:Receptor"
"6518","2:Carcinom","10:Tomogra"
"6519","8:Receptor","1:Antibodi"
"6520","10:Tomogra","10:Tomogra"
"6521","1:Antibodi","7:Prognosi"
"6522","1:Antibodi","4:In-Vitro"
"6523","1:Antibodi","4:In-Vitro"
"6524","3:DNA","8:Receptor"
"6525","8:Receptor","4:In-Vitro"
"6526","8:Receptor","6:Pregnanc"
"6527","4:In-Vitro","8:Receptor"
"6528","4:In-Vitro","4:In-Vitro"
"6529","5:Molecula","5:Molecula"
"6530","9:Risk-Fac","7:Prognosi"
"6531","2:Carcinom","10:Tomogra"
"6532","7:Prognosi","9:Risk-Fac"
"6533","1:Antibodi","3:DNA"
"6534","7:Prognosi","9:Risk-Fac"
"6535","8:Receptor","8:Receptor"
"6536","9:Risk-Fac","9:Risk-Fac"
"6537","10:Tomogra","10:Tomogra"
"6538","3:DNA","8:Receptor"
"6539","5:Molecula","6:Pregnanc"
"6540","10:Tomogra","10:Tomogra"
"6541","3:DNA","3:DNA"
"6542","9:Risk-Fac","10:Tomogra"
"6543","6:Pregnanc","6:Pregnanc"
"6544","3:DNA","1:Antibodi"
"6545","8:Receptor","5:Molecula"
"6546","6:Pregnanc","6:Pregnanc"
"6547","3:DNA","3:DNA"
"6548","9:Risk-Fac","6:Pregnanc"
"6549","4:In-Vitro","4:In-Vitro"
"6550","9:Risk-Fac","9:Risk-Fac"
"6551","5:Molecula","5:Molecula"
"6552","10:Tomogra","10:Tomogra"
"6553","4:In-Vitro","4:In-Vitro"
"6554","10:Tomogra","10:Tomogra"
"6555","9:Risk-Fac","9:Risk-Fac"
"6556","10:Tomogra","10:Tomogra"
"6557","8:Receptor","5:Molecula"
"6558","8:Receptor","8:Receptor"
"6559","8:Receptor","8:Receptor"
"6560","9:Risk-Fac","9:Risk-Fac"
"6561","6:Pregnanc","10:Tomogra"
"6562","7:Prognosi","9:Risk-Fac"
"6563","9:Risk-Fac","7:Prognosi"
"6564","7:Prognosi","10:Tomogra"
"6565","3:DNA","8:Receptor"
"6566","4:In-Vitro","8:Receptor"
"6567","2:Carcinom","2:Carcinom"
"6568","1:Antibodi","5:Molecula"
"6569","7:Prognosi","3:DNA"
"6570","5:Molecula","1:Antibodi"
"6571","4:In-Vitro","1:Antibodi"
"6572","8:Receptor","8:Receptor"
"6573","4:In-Vitro","4:In-Vitro"
"6574","8:Receptor","8:Receptor"
"6575","5:Molecula","3:DNA"
"6576","8:Receptor","8:Receptor"
"6577","9:Risk-Fac","7:Prognosi"
"6578","7:Prognosi","10:Tomogra"
"6579","10:Tomogra","7:Prognosi"
"6580","8:Receptor","1:Antibodi"
"6581","3:DNA","1:Antibodi"
"6582","2:Carcinom","2:Carcinom"
"6583","7:Prognosi","7:Prognosi"
"6584","6:Pregnanc","10:Tomogra"
"6585","8:Receptor","8:Receptor"
"6586","10:Tomogra","7:Prognosi"
"6587","1:Antibodi","3:DNA"
"6588","6:Pregnanc","9:Risk-Fac"
"6589","5:Molecula","4:In-Vitro"
"6590","9:Risk-Fac","9:Risk-Fac"
"6591","4:In-Vitro","8:Receptor"
"6592","7:Prognosi","6:Pregnanc"
"6593","5:Molecula","1:Antibodi"
"6594","1:Antibodi","8:Receptor"
"6595","9:Risk-Fac","8:Receptor"
"6596","4:In-Vitro","9:Risk-Fac"
"6597","3:DNA","8:Receptor"
"6598","8:Receptor","8:Receptor"
"6599","10:Tomogra","10:Tomogra"
"6600","10:Tomogra","10:Tomogra"
"6601","7:Prognosi","6:Pregnanc"
"6602","6:Pregnanc","8:Receptor"
"6603","8:Receptor","8:Receptor"
"6604","5:Molecula","8:Receptor"
"6605","1:Antibodi","1:Antibodi"
"6606","8:Receptor","8:Receptor"
"6607","6:Pregnanc","6:Pregnanc"
"6608","9:Risk-Fac","9:Risk-Fac"
"6609","6:Pregnanc","8:Receptor"
"6610","2:Carcinom","2:Carcinom"
"6611","4:In-Vitro","4:In-Vitro"
"6612","1:Antibodi","1:Antibodi"
"6613","7:Prognosi","6:Pregnanc"
"6614","10:Tomogra","10:Tomogra"
"6615","10:Tomogra","4:In-Vitro"
"6616","9:Risk-Fac","9:Risk-Fac"
"6617","8:Receptor","4:In-Vitro"
"6618","5:Molecula","5:Molecula"
"6619","7:Prognosi","7:Prognosi"
"6620","6:Pregnanc","6:Pregnanc"
"6621","9:Risk-Fac","2:Carcinom"
"6622","6:Pregnanc","6:Pregnanc"
"6623","9:Risk-Fac","9:Risk-Fac"
"6624","3:DNA","6:Pregnanc"
"6625","5:Molecula","8:Receptor"
"6626","5:Molecula","4:In-Vitro"
"6627","9:Risk-Fac","9:Risk-Fac"
"6628","6:Pregnanc","1:Antibodi"
"6629","7:Prognosi","7:Prognosi"
"6630","6:Pregnanc","6:Pregnanc"
"6631","6:Pregnanc","6:Pregnanc"
"6632","5:Molecula","1:Antibodi"
"6633","9:Risk-Fac","9:Risk-Fac"
"6634","3:DNA","3:DNA"
"6635","10:Tomogra","7:Prognosi"
"6636","7:Prognosi","7:Prognosi"
"6637","7:Prognosi","7:Prognosi"
"6638","3:DNA","5:Molecula"
"6639","9:Risk-Fac","6:Pregnanc"
"6640","9:Risk-Fac","7:Prognosi"
"6641","9:Risk-Fac","9:Risk-Fac"
"6642","5:Molecula","5:Molecula"
"6643","3:DNA","1:Antibodi"
"6644","1:Antibodi","1:Antibodi"
"6645","7:Prognosi","7:Prognosi"
"6646","6:Pregnanc","7:Prognosi"
"6647","9:Risk-Fac","9:Risk-Fac"
"6648","1:Antibodi","1:Antibodi"
"6649","8:Receptor","8:Receptor"
"6650","6:Pregnanc","8:Receptor"
"6651","1:Antibodi","1:Antibodi"
"6652","5:Molecula","5:Molecula"
"6653","2:Carcinom","2:Carcinom"
"6654","3:DNA","8:Receptor"
"6655","8:Receptor","8:Receptor"
"6656","5:Molecula","5:Molecula"
"6657","5:Molecula","5:Molecula"
"6658","6:Pregnanc","6:Pregnanc"
"6659","4:In-Vitro","4:In-Vitro"
"6660","9:Risk-Fac","9:Risk-Fac"
"6661","9:Risk-Fac","7:Prognosi"
"6662","7:Prognosi","7:Prognosi"
"6663","9:Risk-Fac","1:Antibodi"
"6664","5:Molecula","3:DNA"
"6665","10:Tomogra","3:DNA"
"6666","7:Prognosi","7:Prognosi"
"6667","9:Risk-Fac","9:Risk-Fac"
"6668","4:In-Vitro","5:Molecula"
"6669","9:Risk-Fac","7:Prognosi"
"6670","6:Pregnanc","6:Pregnanc"
"6671","10:Tomogra","10:Tomogra"
"6672","1:Antibodi","9:Risk-Fac"
"6673","8:Receptor","3:DNA"
"6674","6:Pregnanc","6:Pregnanc"
"6675","2:Carcinom","1:Antibodi"
"6676","10:Tomogra","10:Tomogra"
"6677","6:Pregnanc","9:Risk-Fac"
"6678","10:Tomogra","10:Tomogra"
"6679","7:Prognosi","6:Pregnanc"
"6680","4:In-Vitro","8:Receptor"
"6681","2:Carcinom","2:Carcinom"
"6682","6:Pregnanc","9:Risk-Fac"
"6683","8:Receptor","8:Receptor"
"6684","3:DNA","8:Receptor"
"6685","6:Pregnanc","6:Pregnanc"
"6686","4:In-Vitro","4:In-Vitro"
"6687","5:Molecula","1:Antibodi"
"6688","4:In-Vitro","6:Pregnanc"
"6689","8:Receptor","8:Receptor"
"6690","10:Tomogra","6:Pregnanc"
"6691","10:Tomogra","8:Receptor"
"6692","3:DNA","3:DNA"
"6693","1:Antibodi","8:Receptor"
"6694","8:Receptor","8:Receptor"
"6695","6:Pregnanc","6:Pregnanc"
"6696","5:Molecula","5:Molecula"
"6697","9:Risk-Fac","9:Risk-Fac"
"6698","6:Pregnanc","6:Pregnanc"
"6699","8:Receptor","1:Antibodi"
"6700","9:Risk-Fac","9:Risk-Fac"
"6701","1:Antibodi","3:DNA"
"6702","1:Antibodi","9:Risk-Fac"
"6703","6:Pregnanc","5:Molecula"
"6704","10:Tomogra","10:Tomogra"
"6705","5:Molecula","5:Molecula"
"6706","6:Pregnanc","6:Pregnanc"
"6707","7:Prognosi","9:Risk-Fac"
"6708","10:Tomogra","10:Tomogra"
"6709","5:Molecula","5:Molecula"
"6710","8:Receptor","5:Molecula"
"6711","1:Antibodi","1:Antibodi"
"6712","10:Tomogra","7:Prognosi"
"6713","1:Antibodi","1:Antibodi"
"6714","9:Risk-Fac","9:Risk-Fac"
"6715","1:Antibodi","1:Antibodi"
"6716","1:Antibodi","8:Receptor"
"6717","1:Antibodi","5:Molecula"
"6718","9:Risk-Fac","7:Prognosi"
"6719","9:Risk-Fac","7:Prognosi"
"6720","8:Receptor","8:Receptor"
"6721","4:In-Vitro","8:Receptor"
"6722","9:Risk-Fac","9:Risk-Fac"
"6723","9:Risk-Fac","2:Carcinom"
"6724","6:Pregnanc","9:Risk-Fac"
"6725","4:In-Vitro","7:Prognosi"
"6726","8:Receptor","8:Receptor"
"6727","2:Carcinom","2:Carcinom"
"6728","1:Antibodi","8:Receptor"
"6729","10:Tomogra","10:Tomogra"
"6730","10:Tomogra","10:Tomogra"
"6731","2:Carcinom","10:Tomogra"
"6732","10:Tomogra","10:Tomogra"
"6733","6:Pregnanc","6:Pregnanc"
"6734","5:Molecula","5:Molecula"
"6735","8:Receptor","8:Receptor"
"6736","5:Molecula","5:Molecula"
"6737","9:Risk-Fac","9:Risk-Fac"
"6738","6:Pregnanc","6:Pregnanc"
"6739","2:Carcinom","1:Antibodi"
"6740","10:Tomogra","10:Tomogra"
"6741","1:Antibodi","1:Antibodi"
"6742","8:Receptor","5:Molecula"
"6743","7:Prognosi","2:Carcinom"
"6744","7:Prognosi","7:Prognosi"
"6745","7:Prognosi","9:Risk-Fac"
"6746","1:Antibodi","1:Antibodi"
"6747","2:Carcinom","9:Risk-Fac"
"6748","4:In-Vitro","4:In-Vitro"
"6749","1:Antibodi","1:Antibodi"
"6750","6:Pregnanc","6:Pregnanc"
"6751","6:Pregnanc","6:Pregnanc"
"6752","3:DNA","5:Molecula"
"6753","4:In-Vitro","8:Receptor"
"6754","2:Carcinom","2:Carcinom"
"6755","6:Pregnanc","6:Pregnanc"
"6756","7:Prognosi","6:Pregnanc"
"6757","3:DNA","8:Receptor"
"6758","7:Prognosi","7:Prognosi"
"6759","10:Tomogra","10:Tomogra"
"6760","6:Pregnanc","10:Tomogra"
"6761","1:Antibodi","8:Receptor"
"6762","9:Risk-Fac","10:Tomogra"
"6763","9:Risk-Fac","9:Risk-Fac"
"6764","10:Tomogra","7:Prognosi"
"6765","7:Prognosi","2:Carcinom"
"6766","9:Risk-Fac","9:Risk-Fac"
"6767","7:Prognosi","9:Risk-Fac"
"6768","10:Tomogra","10:Tomogra"
"6769","3:DNA","1:Antibodi"
"6770","6:Pregnanc","7:Prognosi"
"6771","10:Tomogra","10:Tomogra"
"6772","6:Pregnanc","9:Risk-Fac"
"6773","4:In-Vitro","4:In-Vitro"
"6774","5:Molecula","1:Antibodi"
"6775","3:DNA","5:Molecula"
"6776","6:Pregnanc","6:Pregnanc"
"6777","2:Carcinom","2:Carcinom"
"6778","9:Risk-Fac","9:Risk-Fac"
"6779","7:Prognosi","10:Tomogra"
"6780","1:Antibodi","1:Antibodi"
"6781","3:DNA","3:DNA"
"6782","10:Tomogra","10:Tomogra"
"6783","9:Risk-Fac","10:Tomogra"
"6784","9:Risk-Fac","9:Risk-Fac"
"6785","2:Carcinom","7:Prognosi"
"6786","7:Prognosi","7:Prognosi"
"6787","2:Carcinom","2:Carcinom"
"6788","6:Pregnanc","6:Pregnanc"
"6789","10:Tomogra","10:Tomogra"
"6790","7:Prognosi","2:Carcinom"
"6791","7:Prognosi","9:Risk-Fac"
"6792","5:Molecula","5:Molecula"
"6793","9:Risk-Fac","9:Risk-Fac"
"6794","5:Molecula","5:Molecula"
"6795","1:Antibodi","1:Antibodi"
"6796","7:Prognosi","9:Risk-Fac"
"6797","10:Tomogra","10:Tomogra"
"6798","6:Pregnanc","6:Pregnanc"
"6799","9:Risk-Fac","9:Risk-Fac"
"6800","8:Receptor","1:Antibodi"
"6801","6:Pregnanc","6:Pregnanc"
"6802","1:Antibodi","9:Risk-Fac"
"6803","9:Risk-Fac","1:Antibodi"
"6804","8:Receptor","8:Receptor"
"6805","2:Carcinom","2:Carcinom"
"6806","6:Pregnanc","6:Pregnanc"
"6807","9:Risk-Fac","9:Risk-Fac"
"6808","2:Carcinom","10:Tomogra"
"6809","2:Carcinom","2:Carcinom"
"6810","7:Prognosi","7:Prognosi"
"6811","10:Tomogra","7:Prognosi"
"6812","3:DNA","3:DNA"
"6813","4:In-Vitro","4:In-Vitro"
"6814","6:Pregnanc","6:Pregnanc"
"6815","10:Tomogra","7:Prognosi"
"6816","10:Tomogra","10:Tomogra"
"6817","9:Risk-Fac","7:Prognosi"
"6818","3:DNA","3:DNA"
"6819","5:Molecula","3:DNA"
"6820","8:Receptor","4:In-Vitro"
"6821","9:Risk-Fac","7:Prognosi"
"6822","7:Prognosi","7:Prognosi"
"6823","10:Tomogra","10:Tomogra"
"6824","6:Pregnanc","6:Pregnanc"
"6825","8:Receptor","8:Receptor"
"6826","6:Pregnanc","6:Pregnanc"
"6827","2:Carcinom","10:Tomogra"
"6828","9:Risk-Fac","7:Prognosi"
"6829","10:Tomogra","10:Tomogra"
"6830","1:Antibodi","8:Receptor"
"6831","2:Carcinom","2:Carcinom"
"6832","10:Tomogra","10:Tomogra"
"6833","7:Prognosi","9:Risk-Fac"
"6834","6:Pregnanc","6:Pregnanc"
"6835","4:In-Vitro","4:In-Vitro"
"6836","6:Pregnanc","6:Pregnanc"
"6837","2:Carcinom","2:Carcinom"
"6838","2:Carcinom","10:Tomogra"
"6839","6:Pregnanc","6:Pregnanc"
"6840","3:DNA","3:DNA"
"6841","8:Receptor","8:Receptor"
"6842","10:Tomogra","10:Tomogra"
"6843","4:In-Vitro","4:In-Vitro"
"6844","2:Carcinom","2:Carcinom"
"6845","3:DNA","1:Antibodi"
"6846","5:Molecula","5:Molecula"
"6847","5:Molecula","5:Molecula"
"6848","3:DNA","3:DNA"
"6849","7:Prognosi","3:DNA"
"6850","10:Tomogra","10:Tomogra"
"6851","8:Receptor","8:Receptor"
"6852","4:In-Vitro","4:In-Vitro"
"6853","5:Molecula","3:DNA"
"6854","2:Carcinom","7:Prognosi"
"6855","6:Pregnanc","10:Tomogra"
"6856","6:Pregnanc","6:Pregnanc"
"6857","6:Pregnanc","6:Pregnanc"
"6858","1:Antibodi","1:Antibodi"
"6859","5:Molecula","5:Molecula"
"6860","2:Carcinom","2:Carcinom"
"6861","9:Risk-Fac","9:Risk-Fac"
"6862","5:Molecula","5:Molecula"
"6863","10:Tomogra","10:Tomogra"
"6864","4:In-Vitro","4:In-Vitro"
"6865","3:DNA","5:Molecula"
"6866","1:Antibodi","3:DNA"
"6867","6:Pregnanc","6:Pregnanc"
"6868","9:Risk-Fac","9:Risk-Fac"
"6869","6:Pregnanc","6:Pregnanc"
"6870","3:DNA","3:DNA"
"6871","5:Molecula","5:Molecula"
"6872","6:Pregnanc","8:Receptor"
"6873","6:Pregnanc","6:Pregnanc"
"6874","2:Carcinom","2:Carcinom"
"6875","1:Antibodi","1:Antibodi"
"6876","2:Carcinom","2:Carcinom"
"6877","7:Prognosi","10:Tomogra"
"6878","4:In-Vitro","8:Receptor"
"6879","9:Risk-Fac","7:Prognosi"
"6880","8:Receptor","8:Receptor"
"6881","9:Risk-Fac","9:Risk-Fac"
"6882","3:DNA","1:Antibodi"
"6883","6:Pregnanc","6:Pregnanc"
"6884","9:Risk-Fac","2:Carcinom"
"6885","4:In-Vitro","4:In-Vitro"
"6886","10:Tomogra","3:DNA"
"6887","4:In-Vitro","4:In-Vitro"
"6888","5:Molecula","5:Molecula"
"6889","9:Risk-Fac","9:Risk-Fac"
"6890","10:Tomogra","3:DNA"
"6891","4:In-Vitro","5:Molecula"
"6892","8:Receptor","8:Receptor"
"6893","9:Risk-Fac","10:Tomogra"
"6894","7:Prognosi","2:Carcinom"
"6895","9:Risk-Fac","10:Tomogra"
"6896","5:Molecula","8:Receptor"
"6897","5:Molecula","5:Molecula"
"6898","9:Risk-Fac","9:Risk-Fac"
"6899","4:In-Vitro","4:In-Vitro"
"6900","9:Risk-Fac","9:Risk-Fac"
"6901","7:Prognosi","7:Prognosi"
"6902","6:Pregnanc","6:Pregnanc"
"6903","6:Pregnanc","6:Pregnanc"
"6904","2:Carcinom","2:Carcinom"
"6905","10:Tomogra","10:Tomogra"
"6906","6:Pregnanc","6:Pregnanc"
"6907","8:Receptor","8:Receptor"
"6908","7:Prognosi","7:Prognosi"
"6909","7:Prognosi","1:Antibodi"
"6910","9:Risk-Fac","7:Prognosi"
"6911","6:Pregnanc","6:Pregnanc"
"6912","10:Tomogra","10:Tomogra"
"6913","9:Risk-Fac","1:Antibodi"
"6914","7:Prognosi","9:Risk-Fac"
"6915","10:Tomogra","10:Tomogra"
"6916","3:DNA","5:Molecula"
"6917","4:In-Vitro","5:Molecula"
"6918","7:Prognosi","7:Prognosi"
"6919","6:Pregnanc","9:Risk-Fac"
"6920","4:In-Vitro","4:In-Vitro"
"6921","7:Prognosi","7:Prognosi"
"6922","9:Risk-Fac","7:Prognosi"
"6923","4:In-Vitro","4:In-Vitro"
"6924","9:Risk-Fac","9:Risk-Fac"
"6925","6:Pregnanc","4:In-Vitro"
"6926","10:Tomogra","9:Risk-Fac"
"6927","10:Tomogra","10:Tomogra"
"6928","4:In-Vitro","1:Antibodi"
"6929","5:Molecula","3:DNA"
"6930","8:Receptor","3:DNA"
"6931","4:In-Vitro","4:In-Vitro"
"6932","4:In-Vitro","8:Receptor"
"6933","8:Receptor","8:Receptor"
"6934","6:Pregnanc","10:Tomogra"
"6935","2:Carcinom","2:Carcinom"
"6936","3:DNA","3:DNA"
"6937","7:Prognosi","7:Prognosi"
"6938","9:Risk-Fac","9:Risk-Fac"
"6939","9:Risk-Fac","10:Tomogra"
"6940","4:In-Vitro","4:In-Vitro"
"6941","10:Tomogra","10:Tomogra"
"6942","1:Antibodi","1:Antibodi"
"6943","8:Receptor","8:Receptor"
"6944","2:Carcinom","2:Carcinom"
"6945","3:DNA","3:DNA"
"6946","5:Molecula","3:DNA"
"6947","4:In-Vitro","1:Antibodi"
"6948","9:Risk-Fac","9:Risk-Fac"
"6949","7:Prognosi","6:Pregnanc"
"6950","9:Risk-Fac","10:Tomogra"
"6951","7:Prognosi","6:Pregnanc"
"6952","9:Risk-Fac","6:Pregnanc"
"6953","6:Pregnanc","6:Pregnanc"
"6954","7:Prognosi","7:Prognosi"
"6955","2:Carcinom","2:Carcinom"
"6956","8:Receptor","8:Receptor"
"6957","8:Receptor","8:Receptor"
"6958","4:In-Vitro","8:Receptor"
"6959","6:Pregnanc","10:Tomogra"
"6960","4:In-Vitro","4:In-Vitro"
"6961","2:Carcinom","2:Carcinom"
"6962","5:Molecula","5:Molecula"
"6963","1:Antibodi","10:Tomogra"
"6964","10:Tomogra","3:DNA"
"6965","7:Prognosi","7:Prognosi"
"6966","4:In-Vitro","8:Receptor"
"6967","8:Receptor","1:Antibodi"
"6968","5:Molecula","8:Receptor"
"6969","6:Pregnanc","6:Pregnanc"
"6970","10:Tomogra","10:Tomogra"
"6971","10:Tomogra","10:Tomogra"
"6972","3:DNA","4:In-Vitro"
"6973","1:Antibodi","3:DNA"
"6974","6:Pregnanc","6:Pregnanc"
"6975","7:Prognosi","7:Prognosi"
"6976","1:Antibodi","3:DNA"
"6977","2:Carcinom","2:Carcinom"
"6978","5:Molecula","3:DNA"
"6979","6:Pregnanc","6:Pregnanc"
"6980","6:Pregnanc","6:Pregnanc"
"6981","3:DNA","1:Antibodi"
"6982","5:Molecula","3:DNA"
"6983","6:Pregnanc","6:Pregnanc"
"6984","7:Prognosi","9:Risk-Fac"
"6985","5:Molecula","3:DNA"
"6986","9:Risk-Fac","9:Risk-Fac"
"6987","10:Tomogra","10:Tomogra"
"6988","10:Tomogra","10:Tomogra"
"6989","10:Tomogra","10:Tomogra"
"6990","9:Risk-Fac","9:Risk-Fac"
"6991","9:Risk-Fac","9:Risk-Fac"
"6992","10:Tomogra","10:Tomogra"
"6993","9:Risk-Fac","9:Risk-Fac"
"6994","3:DNA","7:Prognosi"
"6995","7:Prognosi","10:Tomogra"
"6996","3:DNA","3:DNA"
"6997","4:In-Vitro","8:Receptor"
"6998","6:Pregnanc","10:Tomogra"
"6999","9:Risk-Fac","9:Risk-Fac"
"7000","8:Receptor","4:In-Vitro"
"7001","3:DNA","8:Receptor"
"7002","1:Antibodi","1:Antibodi"
"7003","10:Tomogra","10:Tomogra"
"7004","7:Prognosi","7:Prognosi"
"7005","9:Risk-Fac","9:Risk-Fac"
"7006","1:Antibodi","1:Antibodi"
"7007","8:Receptor","5:Molecula"
"7008","6:Pregnanc","9:Risk-Fac"
"7009","10:Tomogra","1:Antibodi"
"7010","7:Prognosi","3:DNA"
"7011","10:Tomogra","10:Tomogra"
"7012","9:Risk-Fac","10:Tomogra"
"7013","9:Risk-Fac","9:Risk-Fac"
"7014","9:Risk-Fac","7:Prognosi"
"7015","4:In-Vitro","4:In-Vitro"
"7016","8:Receptor","1:Antibodi"
"7017","3:DNA","3:DNA"
"7018","8:Receptor","8:Receptor"
"7019","9:Risk-Fac","7:Prognosi"
"7020","2:Carcinom","9:Risk-Fac"
